Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Shard of Farosh's Fang,#REF!,"An extremely hard chip of one of Farosh's
fangs. Attach it to a weapon to greatly
increase its attack power. It can also be used
in cooking.",-,-,-,Electric,TRUE,FALSE,20,21,16,40,20,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,10:00,100%,250,1000,-,Light Yellow,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,フロドラの牙のかけら,"フロドラから欠け落ちた 牙の一部
非常に硬く 武器に付けると攻撃力がかなり上がる
また 料理の材料として使う事もできる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackElectric,ChemicalExplosionElectric]",Item_Enemy_55,EnemyBlunt,17,55,-,240
Shard of Light Dragon's Fang,#REF!,"A shard that fell off from the Light Dragon's
fang. It's smooth rather than rough, and it has
a mysterious power to heal when attached to
a weapon. ",-,-,-,-,TRUE,FALSE,16,16,13,32,16,-,-,-,Attacks Heal,-,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,10:00,100%,250,1000,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白龍の牙のかけら,"白龍から欠け落ちた 牙のかけら
鋭さはなく柔らかな雰囲気がある 武器に付けると
使用者の傷を治癒する不思議な性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LifeHeal,ShieldBash]",Item_Enemy_160,EnemyBlunt,17,50,-,241
Ancient Blade,#REF!,"An ancient dagger-like blade. It's too small to
wield as a weapon, but it can be used as an
arrowhead.",-,-,Ancient Blade,-,TRUE,TRUE,50,52,38,50,50,-,-,-,Ancient Weapon,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,1,-,-,-,-,-,1,4,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,古代の刃,"敵を消滅させる力を持つ 古の短剣状の刃
武器として振るうには小さすぎるため
矢に付けて飛ばすのが 主な使い道となる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,AncientWeapon,ShieldBashAnmChange]",Item_Weapon_01,AncientBlade,18,1416,-,242
King's Scale,#REF!,"Zora kings bear this scale on their foreheads.
It sparkles in different ways depending on 
the angle from which it's viewed. They were
once used in ancient Zora ceremonies.",-,-,-,-,TRUE,TRUE,5,5,4,5,1,-,-,-,Long Throw,Water Burst,Water Attack,-,FALSE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,-,-,,120,-,Light Blue,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,王のウロコ,"歴代ゾーラ王の額に生じる 特別なウロコ
見る角度によって 異なる輝きを放つ
古くは ゾーラの祭事で用いられていた",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalExplosionWater,WaterDamageUpElement,LongThrow,ShieldBash]",Item_KingScale,FireWoodBundle,19,2010,-,243
Brightbloom Seed,#REF!,"A seed that's often found in caves or wells.
When struck, it will take root and bloom,
giving off faint light from a small flower.",-,-,Brightbloom Seed,-,TRUE,TRUE,1,1,1,1,1,-,-,-,Reusable On Forest Dweller Weapons,-,-,-,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,-,-,-,-,2,8,-,Light Yellow,0,90,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,00:04,00:10,0,0,0,0,0,アカリバナの種,"洞窟や井戸に生える アカリバナと呼ばれる花の種
衝撃を与えると即座に花開き その場に根を張る
光は わずかに周囲を照らす",TRUE,CookFruit,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,ShieldBash,ShieldSurfingNoStaggerWithDeath,ReuseSeed]",LightBall_Small,FireWoodBundle,19,2000,249,244
Giant Brightbloom Seed,#REF!,"A seed that's found underground. When
struck, it will take root and bloom, radiating
a large amount of light from a big flower.",-,-,Giant Brightbloom Seed,-,TRUE,TRUE,1,1,1,1,1,-,-,-,Reusable On Forest Dweller Weapons,-,-,-,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,-,-,-,-,4,16,-,Light Yellow,2,105,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,00:05.333,00:13.333,0,0,0,0,0,巨大なアカリバナの種,"洞窟で年月をかけて成長した アカリバナの種
衝撃を受けると その場に根を張り大きな花を開く
とても明るい光で あたり一帯を照らす",TRUE,CookFruit,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,ShieldBash,ShieldSurfingNoStaggerWithDeath,ReuseSeed]",LightBall_Large,FireWoodBundle,19,1999,250,245
Hylian Pine Cone,#REF!,"Grows on trees found all over Hyrule. It 
contains oil and burns well. Throw it into a fire
to increase the intensity of the flame.",-,-,Hylian Pine Cone,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,-,-,2,8,-,Brown,0,0,-,-,-,-,0,TRUE,TRUE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ハイラルボックリ,"ハイラルに幅広く分布する樹木の実
油分を多く含んでおり 燃えやすく
たき火にくべると火力が上がる",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown]",FldObj_Pinecone_A_01,FireWoodBundle,19,,255,246
Wood,#REF!,"A portable bundle of wood. You can use this
to make a campfire if you have something to
light it.",-,-,Wood,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Torch,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,-,-,2,12,-,Brown,25,0,-,-,-,-,0,TRUE,TRUE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,薪の束,"どこにでも持ち運びできる薪
火種があれば火をつける事ができる",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Torch]",Obj_FireWoodBundle,FireWoodBundle,19,,-,247
Zonaite,#REF!,"An unusual mineral that has many purposes.
Ancients extracted energy from it and refined
it for the crafting of weapons and armor.",-,-,Zonaite,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Zonai,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,3,12,-,Green,50,150,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ゾナニウム,"様々な用途に応用できる鉱石 太古の人々は
そのエネルギーを抽出して 動力として利用したり
製錬した物質を 武器防具の材料に使ったとされる",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Zonau]",Item_Ore_L,Zonanium,20,10,-,248
Large Zonaite,#REF!,"Zonaite of especially high purity. The amount
of energy concentrated in it allows for much
higher power output than regular zonaite.",-,-,Large Zonaite,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Zonai,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,6,24,-,Green,0,190,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,大きなゾナニウム,"とりわけ純度が高い 貴重なゾナニウム
抽出できるエネルギーは巨大で 通常の
ゾナニウムとは比較にならない出力を得られる",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Zonau]",Item_Ore_M,Zonanium,20,5,-,249
Zonai Charge,#REF!,"A material used as a power source for
constructs and other devices. Its strange light
seems to reveal potent energy inside.","A material used as a power source for
constructs and other devices. Use it to
recover a small amount of power for a
Zonai Energy Cell.","A material used as a power source for
constructs and other devices. Put it in a Zonai
device dispenser, or use it to recover a small
amount of power for a Zonai Energy Cell.",Zonai Charge,-,TRUE,FALSE,2,2,2,2,-,-,-,-,Zonai,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,6,2,-,Green,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,3,5,8,12,ゾナウエネルギー,"ゴーレムなどの動力源として用いられる物質　
湧き出す光からは 強いエネルギーを感じる",FALSE,CookGolem,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Zonau]",Item_Enemy_130,Zonanium,20,,-,250
Large Zonai Charge,#REF!,"A large Zonai charge found near ruins.
It seems as though it's bursting with energy
because of the strangely powerful light
coming from it.","A Zonai charge with a massive amount of
energy stored within. Applied to a Zonai
Energy Cell, it can temporarily prevent the cell
from losing power.","A Zonai charge with a massive amount of
energy stored within. Applied to a Zonai
Energy Cell, it can temporarily prevent the cell
from losing power.",Large Zonai Charge,-,TRUE,FALSE,3,3,3,3,-,-,-,-,Zonai,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,10,1,-,Green,0,114,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,10,22,34,47,60,大きなゾナウエネルギー,"古い遺跡で見つかる巨大なゾナウエネルギー
ほとばしる光から 非常に強い力を感じる",FALSE,CookGolem,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Zonau]",Item_Enemy_131,Zonanium,20,,-,251
